,age_group,sex,ethnicity,region,class
14534,C02D,C04B,C12A,C13B,N
14535,C02A,C04B,C12A,C13B,N
14536,C02B,C04A,C12B,C13C,N
14537,C02D,C04B,C12A,C13G,N
14538,C02D,C04A,C12A,C13B,N
14539,C02C,C04B,C12D,C13E,Y
14540,C02B,C04A,C12A,C13D,Y
14541,C02B,C04A,C12A,C13B,Y
14542,C02C,C04B,C12B,C13H,N
14543,C02B,C04B,C12A,C13D,N
14544,C02B,C04B,C12A,C13C,N
14545,C02C,C04A,C12A,C13B,N
14546,C02A,C04A,C12A,C13J,N
14547,C02B,C04B,C12B,C13J,N
14548,C02C,C04B,C12C,C13J,N
14549,C02B,C04B,C12D,C13J,N
14550,C02D,C04B,C12A,C13J,Y
14551,C02B,C04A,C12B,C13B,N
14552,C02C,C04A,C12A,C13J,N
14553,C02D,C04A,C12A,C13B,N
14554,C02D,C04A,C12B,C13J,Y
14555,C02D,C04A,C12D,C13B,Y
14556,C02B,C04A,C12A,C13D,N
14557,C02B,C04B,C12A,C13D,N
14558,C02B,C04B,C12A,C13C,N
14559,C02B,C04B,C12A,C13E,N
14560,C02B,C04A,C12A,C13C,N
14561,C02B,C04A,C12A,C13E,N
14562,C02A,C04B,C12A,C13K,N
14563,C02B,C04A,C12A,C13J,Y
14564,C02C,C04A,C12A,C13B,N
14565,C02A,C04A,C12B,C13J,N
14566,C02B,C04B,C12D,C13B,N
14567,C02B,C04A,C12A,C13H,N
14568,C02B,C04B,C12A,C13B,Y
14569,C02C,C04B,C12B,C13I,N
14570,C02D,C04A,C12A,C13B,N
14571,C02C,C04B,C12A,C13J,N
14572,C02C,C04B,C12B,C13G,N
14573,C02C,C04A,C12A,C13K,N
14574,C02A,C04B,C12A,C13H,N
14575,C02B,C04B,C12A,C13H,N
14576,C02C,C04A,C12B,C13C,N
14577,C02C,C04B,C12D,C13L,N
14578,C02C,C04B,C12A,C13B,N
14579,C02B,C04B,C12A,C13H,N
14580,C02B,C04A,C12A,C13K,N
14581,C02D,C04B,C12A,C13H,N
14582,C02B,C04A,C12B,C13G,N
14583,C02D,C04B,C12B,C13H,Y
14584,C02C,C04B,C12A,C13B,N
14585,C02D,C04B,C12A,C13A,Y
14586,C02C,C04A,C12A,C13B,N
14587,C02A,C04A,C12A,C13J,N
14588,C02D,C04A,C12A,C13H,N
14589,C02C,C04B,C12B,C13I,Y
14590,C02D,C04B,C12B,C13C,Y
14591,C02A,C04B,C12A,C13B,Y
14592,C02C,C04B,C12B,C13D,N
14593,C02B,C04A,C12A,C13C,N
14594,C02B,C04B,C12D,C13D,N
14595,C02C,C04B,C12A,C13A,N
14596,C02D,C04B,C12A,C13D,N
14597,C02A,C04B,C12B,C13H,N
14598,C02A,C04A,C12B,C13B,N
14599,C02A,C04A,C12D,C13B,N
14600,C02A,C04A,C12A,C13H,N
14601,C02C,C04B,C12A,C13E,N
14602,C02A,C04B,C12A,C13G,N
14603,C02C,C04B,C12A,C13F,N
14604,C02A,C04B,C12A,C13B,N
14605,C02C,C04B,C12D,C13C,N
14606,C02C,C04B,C12D,C13G,N
14607,C02C,C04B,C12D,C13B,Y
14608,C02B,C04A,C12A,C13C,N
14609,C02A,C04A,C12D,C13J,N
14610,C02B,C04A,C12B,C13I,N
14611,C02D,C04A,C12B,C13B,N
14612,C02D,C04A,C12A,C13B,N
14613,C02C,C04A,C12A,C13B,N
14614,C02C,C04B,C12A,C13H,N
14615,C02C,C04B,C12A,C13K,Y
14616,C02A,C04A,C12A,C13E,N
14617,C02C,C04B,C12A,C13J,N
14618,C02D,C04A,C12A,C13B,N
14619,C02D,C04A,C12A,C13B,N
14620,C02B,C04B,C12D,C13H,N
14621,C02B,C04B,C12B,C13I,N
14622,C02C,C04A,C12A,C13B,Y
14623,C02A,C04A,C12A,C13B,N
14624,C02D,C04B,C12A,C13G,N
14625,C02B,C04A,C12A,C13B,Y
14626,C02C,C04A,C12A,C13B,N
14627,C02B,C04A,C12A,C13J,Y
14628,C02A,C04A,C12B,C13C,Y
14629,C02A,C04B,C12A,C13D,N
14630,C02B,C04A,C12A,C13B,N
14631,C02B,C04B,C12D,C13J,N
14632,C02B,C04A,C12A,C13J,N
14633,C02B,C04B,C12A,C13J,N
14634,C02A,C04A,C12A,C13B,N
14635,C02D,C04B,C12A,C13B,N
14636,C02D,C04B,C12A,C13B,N
14637,C02D,C04A,C12A,C13B,Y
14638,C02B,C04B,C12B,C13K,N
14639,C02C,C04B,C12A,C13B,Y
14640,C02C,C04B,C12B,C13A,N
14641,C02C,C04B,C12A,C13B,Y
14642,C02C,C04A,C12A,C13G,N
14643,C02D,C04A,C12A,C13B,N
14644,C02C,C04B,C12A,C13J,N
14645,C02C,C04A,C12D,C13C,Y
14646,C02D,C04A,C12A,C13K,N
14647,C02C,C04B,C12B,C13H,N
14648,C02A,C04B,C12A,C13C,N
14649,C02B,C04B,C12A,C13C,Y
14650,C02A,C04A,C12A,C13B,N
14651,C02D,C04A,C12A,C13D,N
14652,C02A,C04B,C12A,C13D,N
14653,C02A,C04A,C12D,C13B,N
14654,C02A,C04B,C12A,C13B,N
14655,C02D,C04B,C12A,C13B,N
14656,C02D,C04B,C12A,C13C,N
14657,C02A,C04B,C12B,C13A,N
14658,C02D,C04B,C12B,C13J,N
14659,C02B,C04A,C12B,C13D,Y
14660,C02C,C04B,C12A,C13F,N
14661,C02B,C04A,C12A,C13B,N
14662,C02A,C04B,C12B,C13A,N
14663,C02B,C04A,C12A,C13H,Y
14664,C02B,C04A,C12D,C13K,Y
14665,C02D,C04B,C12A,C13B,Y
14666,C02A,C04B,C12D,C13B,N
14667,C02D,C04A,C12A,C13C,N
14668,C02B,C04B,C12A,C13I,N
14669,C02C,C04B,C12A,C13G,N
14670,C02C,C04B,C12B,C13J,N
14671,C02B,C04A,C12D,C13J,N
14672,C02B,C04B,C12A,C13L,N
14673,C02B,C04B,C12A,C13B,Y
14674,C02B,C04B,C12A,C13J,N
14675,C02A,C04B,C12A,C13H,N
14676,C02A,C04A,C12A,C13B,N
14677,C02B,C04A,C12A,C13A,N
14678,C02C,C04B,C12A,C13B,N
14679,C02B,C04A,C12A,C13F,N
14680,C02A,C04B,C12A,C13B,N
14681,C02B,C04B,C12A,C13C,N
14682,C02B,C04B,C12D,C13J,N
14683,C02C,C04B,C12B,C13D,N
14684,C02B,C04B,C12A,C13A,N
14685,C02C,C04A,C12A,C13B,N
14686,C02B,C04A,C12D,C13F,N
14687,C02C,C04B,C12A,C13B,N
14688,C02B,C04A,C12C,C13B,N
14689,C02A,C04B,C12D,C13E,N
14690,C02C,C04A,C12A,C13J,N
14691,C02B,C04A,C12C,C13J,N
14692,C02C,C04A,C12B,C13G,N
14693,C02D,C04A,C12A,C13B,N
14694,C02B,C04B,C12D,C13C,N
14695,C02C,C04A,C12D,C13H,Y
14696,C02C,C04B,C12A,C13H,Y
14697,C02D,C04B,C12A,C13B,N
14698,C02C,C04B,C12A,C13J,N
14699,C02D,C04A,C12B,C13K,N
14700,C02C,C04B,C12D,C13K,N
14701,C02C,C04B,C12A,C13H,N
14702,C02C,C04A,C12A,C13K,N
14703,C02B,C04B,C12A,C13B,N
14704,C02C,C04B,C12A,C13B,Y
14705,C02C,C04B,C12A,C13B,N
14706,C02A,C04A,C12D,C13I,N
14707,C02A,C04A,C12A,C13D,N
14708,C02B,C04B,C12C,C13D,N
14709,C02A,C04B,C12A,C13G,N
14710,C02A,C04B,C12A,C13B,N
14711,C02B,C04A,C12D,C13J,N
14712,C02A,C04A,C12A,C13B,N
14713,C02D,C04A,C12A,C13H,N
14714,C02B,C04B,C12D,C13B,N
14715,C02C,C04A,C12A,C13B,Y
14716,C02B,C04A,C12A,C13C,N
14717,C02C,C04A,C12A,C13J,N
14718,C02C,C04A,C12A,C13B,Y
14719,C02D,C04B,C12A,C13B,Y
14720,C02C,C04B,C12A,C13G,N
14721,C02D,C04A,C12A,C13B,N
14722,C02D,C04A,C12A,C13B,N
14723,C02A,C04A,C12A,C13I,N
14724,C02D,C04B,C12B,C13A,Y
14725,C02B,C04A,C12A,C13B,N
14726,C02A,C04A,C12C,C13B,Y
14727,C02A,C04A,C12D,C13J,Y
14728,C02B,C04A,C12A,C13J,N
14729,C02C,C04B,C12A,C13B,N
14730,C02D,C04B,C12A,C13J,N
14731,C02B,C04B,C12A,C13H,Y
14732,C02D,C04A,C12B,C13K,N
14733,C02A,C04B,C12C,C13B,N
14734,C02A,C04B,C12A,C13C,N
14735,C02C,C04B,C12A,C13L,N
14736,C02D,C04B,C12A,C13B,N
14737,C02B,C04B,C12A,C13K,N
14738,C02A,C04A,C12A,C13B,N
14739,C02A,C04A,C12A,C13G,N
14740,C02D,C04A,C12A,C13B,Y
14741,C02C,C04B,C12A,C13B,N
14742,C02D,C04B,C12D,C13B,N
14743,C02B,C04B,C12A,C13B,N
14744,C02B,C04A,C12A,C13B,N
14745,C02C,C04B,C12A,C13J,N
14746,C02D,C04B,C12A,C13B,N
14747,C02C,C04B,C12A,C13B,Y
14748,C02C,C04B,C12A,C13C,N
14749,C02A,C04B,C12A,C13C,N
14750,C02C,C04A,C12B,C13H,N
14751,C02C,C04A,C12A,C13B,N
14752,C02D,C04A,C12A,C13A,N
14753,C02B,C04A,C12D,C13C,Y
14754,C02D,C04B,C12B,C13H,N
14755,C02A,C04B,C12A,C13B,N
14756,C02B,C04B,C12B,C13G,N
14757,C02A,C04A,C12A,C13D,Y
14758,C02B,C04A,C12D,C13E,Y
14759,C02B,C04A,C12D,C13B,N
14760,C02A,C04B,C12A,C13H,N
14761,C02B,C04B,C12A,C13H,N
14762,C02C,C04B,C12A,C13K,N
14763,C02B,C04A,C12A,C13C,N
14764,C02D,C04B,C12A,C13B,N
14765,C02C,C04A,C12A,C13H,N
14766,C02D,C04B,C12A,C13B,N
14767,C02C,C04A,C12A,C13J,N
14768,C02C,C04B,C12A,C13H,N
14769,C02B,C04A,C12B,C13H,N
14770,C02B,C04A,C12B,C13K,N
14771,C02C,C04A,C12A,C13J,N
14772,C02A,C04A,C12A,C13K,N
14773,C02C,C04B,C12B,C13J,N
14774,C02C,C04A,C12A,C13J,N
14775,C02A,C04B,C12A,C13B,N
14776,C02C,C04A,C12C,C13B,N
14777,C02C,C04A,C12D,C13J,N
14778,C02B,C04A,C12A,C13K,N
14779,C02D,C04B,C12A,C13H,N
14780,C02D,C04A,C12B,C13B,N
14781,C02A,C04A,C12A,C13C,N
14782,C02D,C04B,C12A,C13D,N
14783,C02C,C04A,C12A,C13B,Y
14784,C02B,C04B,C12A,C13B,N
14785,C02C,C04A,C12D,C13J,Y
14786,C02C,C04A,C12A,C13F,N
14787,C02D,C04A,C12A,C13B,Y
14788,C02C,C04A,C12B,C13B,Y
14789,C02B,C04B,C12A,C13B,N
14790,C02A,C04B,C12A,C13B,N
14791,C02C,C04B,C12A,C13G,N
14792,C02C,C04B,C12A,C13F,N
14793,C02C,C04B,C12A,C13K,N
14794,C02A,C04B,C12A,C13A,N
14795,C02B,C04B,C12A,C13H,N
14796,C02B,C04B,C12B,C13E,Y
14797,C02C,C04B,C12B,C13B,Y
14798,C02A,C04A,C12A,C13B,N
14799,C02D,C04B,C12A,C13J,Y
14800,C02C,C04A,C12D,C13H,N
14801,C02B,C04B,C12A,C13K,Y
14802,C02C,C04A,C12D,C13D,N
14803,C02B,C04A,C12A,C13J,N
14804,C02D,C04A,C12A,C13K,N
14805,C02C,C04A,C12D,C13H,N
14806,C02C,C04A,C12A,C13H,N
14807,C02D,C04B,C12D,C13K,Y
14808,C02A,C04B,C12A,C13E,Y
14809,C02A,C04A,C12B,C13C,Y
14810,C02B,C04B,C12A,C13B,N
14811,C02C,C04B,C12A,C13H,Y
14812,C02B,C04B,C12A,C13B,Y
14813,C02B,C04B,C12A,C13A,N
14814,C02B,C04A,C12B,C13L,N
14815,C02B,C04A,C12A,C13B,N
14816,C02B,C04A,C12B,C13J,N
14817,C02B,C04A,C12A,C13C,Y
14818,C02D,C04B,C12A,C13D,N
14819,C02B,C04B,C12A,C13D,N
14820,C02C,C04A,C12A,C13B,Y
14821,C02A,C04B,C12A,C13C,N
14822,C02C,C04A,C12D,C13J,Y
14823,C02C,C04A,C12A,C13C,N
14824,C02D,C04B,C12A,C13C,N
14825,C02C,C04B,C12D,C13H,Y
14826,C02D,C04B,C12A,C13C,N
14827,C02C,C04A,C12A,C13B,N
14828,C02B,C04A,C12A,C13L,N
14829,C02A,C04A,C12A,C13B,N
14830,C02C,C04A,C12A,C13B,N
14831,C02D,C04A,C12A,C13J,N
14832,C02C,C04B,C12A,C13H,Y
14833,C02A,C04B,C12A,C13J,N
14834,C02B,C04B,C12B,C13B,Y
14835,C02B,C04A,C12A,C13C,N
14836,C02D,C04B,C12A,C13B,N
14837,C02B,C04A,C12A,C13C,Y
14838,C02B,C04B,C12B,C13B,N
14839,C02D,C04B,C12A,C13J,N
14840,C02C,C04B,C12A,C13B,N
14841,C02A,C04A,C12A,C13D,N
14842,C02A,C04A,C12A,C13J,N
14843,C02C,C04B,C12B,C13J,N
14844,C02B,C04B,C12C,C13I,N
14845,C02A,C04B,C12D,C13J,N
14846,C02B,C04B,C12A,C13B,N
14847,C02A,C04A,C12A,C13B,N
14848,C02A,C04B,C12A,C13A,Y
14849,C02C,C04A,C12A,C13C,N
14850,C02B,C04A,C12A,C13B,N
14851,C02B,C04A,C12B,C13B,N
14852,C02C,C04A,C12B,C13C,N
14853,C02A,C04B,C12A,C13G,N
14854,C02D,C04B,C12A,C13K,N
14855,C02B,C04B,C12A,C13I,N
14856,C02B,C04A,C12C,C13A,N
14857,C02C,C04B,C12A,C13K,N
14858,C02C,C04A,C12A,C13C,N
14859,C02B,C04B,C12A,C13B,N
14860,C02C,C04A,C12D,C13B,N
14861,C02B,C04B,C12C,C13H,N
14862,C02B,C04B,C12A,C13D,Y
14863,C02B,C04A,C12C,C13I,Y
14864,C02D,C04B,C12B,C13B,Y
14865,C02C,C04B,C12D,C13F,N
14866,C02A,C04A,C12B,C13K,N
14867,C02B,C04B,C12A,C13K,Y
14868,C02D,C04A,C12B,C13B,N
14869,C02C,C04B,C12D,C13A,Y
14870,C02C,C04A,C12A,C13B,N
14871,C02C,C04A,C12A,C13F,N
14872,C02B,C04B,C12B,C13J,N
14873,C02A,C04B,C12B,C13G,N
14874,C02B,C04B,C12A,C13B,N
14875,C02B,C04A,C12D,C13A,N
14876,C02C,C04B,C12A,C13C,Y
14877,C02D,C04A,C12D,C13I,N
14878,C02C,C04B,C12A,C13B,N
14879,C02A,C04A,C12A,C13F,N
14880,C02C,C04B,C12A,C13C,N
14881,C02C,C04B,C12A,C13B,N
14882,C02B,C04B,C12A,C13C,N
14883,C02D,C04B,C12A,C13B,N
14884,C02C,C04A,C12A,C13J,N
14885,C02A,C04A,C12A,C13E,N
14886,C02C,C04B,C12D,C13H,N
14887,C02A,C04B,C12A,C13A,N
14888,C02B,C04A,C12B,C13I,Y
14889,C02A,C04A,C12D,C13D,N
14890,C02A,C04A,C12A,C13E,N
14891,C02B,C04A,C12D,C13B,Y
14892,C02A,C04B,C12D,C13G,Y
14893,C02A,C04A,C12C,C13B,N
14894,C02D,C04B,C12B,C13J,N
14895,C02B,C04A,C12A,C13J,N
14896,C02C,C04A,C12A,C13G,Y
14897,C02B,C04B,C12A,C13C,N
14898,C02A,C04A,C12A,C13B,N
14899,C02A,C04B,C12D,C13B,N
14900,C02B,C04B,C12C,C13B,N
14901,C02B,C04A,C12B,C13B,N
14902,C02D,C04A,C12B,C13K,N
14903,C02B,C04B,C12B,C13C,N
14904,C02D,C04B,C12A,C13J,N
14905,C02B,C04B,C12A,C13H,N
14906,C02A,C04A,C12A,C13B,N
14907,C02A,C04A,C12A,C13B,N
14908,C02D,C04A,C12A,C13C,Y
14909,C02D,C04A,C12C,C13E,N
14910,C02B,C04A,C12A,C13C,N
14911,C02C,C04B,C12A,C13L,N
14912,C02D,C04B,C12A,C13B,N
14913,C02C,C04B,C12C,C13J,N
14914,C02D,C04A,C12A,C13B,N
14915,C02B,C04A,C12A,C13C,Y
14916,C02B,C04B,C12A,C13H,N
14917,C02B,C04B,C12A,C13C,N
14918,C02B,C04B,C12A,C13H,N
14919,C02B,C04B,C12B,C13B,N
14920,C02C,C04B,C12D,C13C,N
14921,C02C,C04A,C12A,C13J,N
14922,C02A,C04B,C12A,C13H,N
14923,C02C,C04B,C12A,C13B,Y
14924,C02B,C04B,C12D,C13B,Y
14925,C02A,C04B,C12A,C13B,N
14926,C02C,C04A,C12A,C13H,Y
14927,C02C,C04B,C12A,C13A,Y
14928,C02C,C04A,C12A,C13B,N
14929,C02C,C04B,C12D,C13B,Y
14930,C02C,C04A,C12A,C13A,N
14931,C02C,C04A,C12A,C13I,N
14932,C02B,C04B,C12A,C13J,N
14933,C02C,C04B,C12C,C13A,N
14934,C02A,C04A,C12A,C13H,Y
14935,C02C,C04B,C12A,C13K,Y
14936,C02D,C04A,C12A,C13B,N
14937,C02B,C04B,C12C,C13J,N
14938,C02C,C04A,C12A,C13E,N
14939,C02B,C04B,C12A,C13H,N
14940,C02B,C04B,C12D,C13I,N
14941,C02C,C04B,C12A,C13K,N
14942,C02D,C04B,C12A,C13B,Y
14943,C02D,C04A,C12A,C13E,N
14944,C02B,C04B,C12A,C13C,N
14945,C02C,C04A,C12A,C13B,N
14946,C02A,C04A,C12A,C13K,N
14947,C02D,C04B,C12A,C13B,Y
14948,C02B,C04B,C12B,C13H,N
14949,C02C,C04B,C12D,C13G,N
14950,C02A,C04B,C12A,C13B,N
14951,C02C,C04A,C12A,C13B,N
14952,C02D,C04B,C12A,C13G,Y
14953,C02B,C04B,C12C,C13G,N
14954,C02C,C04B,C12A,C13E,Y
14955,C02C,C04B,C12A,C13I,N
14956,C02C,C04A,C12A,C13B,N
14957,C02B,C04B,C12C,C13C,N
14958,C02B,C04A,C12A,C13L,N
14959,C02C,C04B,C12A,C13B,N
14960,C02B,C04B,C12A,C13B,N
14961,C02B,C04A,C12A,C13I,N
14962,C02A,C04A,C12D,C13B,N
14963,C02B,C04B,C12A,C13C,N
14964,C02C,C04A,C12A,C13J,N
14965,C02C,C04B,C12A,C13I,N
14966,C02C,C04B,C12A,C13J,N
14967,C02C,C04B,C12B,C13B,N
14968,C02A,C04B,C12A,C13D,Y
14969,C02C,C04B,C12D,C13B,N
14970,C02B,C04A,C12D,C13K,N
14971,C02D,C04B,C12D,C13H,N
14972,C02C,C04B,C12A,C13B,N
14973,C02C,C04A,C12B,C13D,N
14974,C02B,C04A,C12C,C13L,N
14975,C02D,C04B,C12A,C13B,N
14976,C02C,C04A,C12D,C13B,N
14977,C02A,C04B,C12A,C13B,N
14978,C02A,C04B,C12A,C13B,N
14979,C02A,C04B,C12A,C13B,N
14980,C02B,C04B,C12C,C13K,Y
14981,C02B,C04B,C12A,C13B,Y
14982,C02B,C04B,C12B,C13B,N
14983,C02D,C04B,C12D,C13B,Y
14984,C02B,C04A,C12A,C13H,N
14985,C02A,C04A,C12A,C13I,N
14986,C02A,C04B,C12A,C13J,N
14987,C02D,C04B,C12A,C13C,N
14988,C02D,C04B,C12B,C13D,Y
14989,C02C,C04B,C12A,C13G,N
14990,C02B,C04A,C12A,C13K,N
14991,C02A,C04A,C12A,C13H,Y
14992,C02A,C04A,C12D,C13J,N
14993,C02B,C04B,C12A,C13K,N
14994,C02D,C04A,C12A,C13C,N
14995,C02D,C04B,C12A,C13B,N
14996,C02A,C04B,C12A,C13H,N
14997,C02A,C04B,C12A,C13A,Y
14998,C02C,C04B,C12B,C13B,N
14999,C02A,C04B,C12A,C13B,N
15000,C02B,C04A,C12A,C13J,N
15001,C02D,C04A,C12A,C13G,N
15002,C02C,C04A,C12B,C13C,N
15003,C02C,C04B,C12A,C13D,N
15004,C02C,C04A,C12A,C13B,N
15005,C02B,C04B,C12D,C13B,Y
15006,C02C,C04A,C12A,C13J,N
15007,C02A,C04B,C12A,C13I,N
15008,C02A,C04A,C12A,C13C,N
15009,C02B,C04A,C12A,C13F,N
15010,C02C,C04A,C12C,C13C,N
15011,C02A,C04A,C12B,C13B,N
15012,C02C,C04A,C12A,C13B,N
15013,C02C,C04A,C12A,C13H,Y
15014,C02D,C04B,C12A,C13B,N
15015,C02C,C04A,C12A,C13D,N
15016,C02B,C04B,C12D,C13B,N
15017,C02C,C04A,C12A,C13I,N
15018,C02C,C04B,C12B,C13K,Y
15019,C02A,C04B,C12B,C13J,N
15020,C02B,C04B,C12C,C13B,N
15021,C02B,C04A,C12A,C13B,N
15022,C02B,C04A,C12C,C13J,N
15023,C02D,C04B,C12C,C13B,N
15024,C02B,C04A,C12A,C13B,N
15025,C02C,C04A,C12A,C13G,Y
15026,C02B,C04A,C12A,C13J,N
15027,C02C,C04B,C12C,C13C,N
15028,C02B,C04A,C12D,C13K,N
15029,C02A,C04B,C12A,C13K,N
15030,C02D,C04B,C12A,C13B,N
15031,C02D,C04B,C12A,C13E,Y
15032,C02B,C04B,C12A,C13D,N
15033,C02C,C04B,C12A,C13C,N
15034,C02D,C04B,C12A,C13J,N
15035,C02B,C04B,C12A,C13B,N
15036,C02B,C04B,C12A,C13H,N
15037,C02C,C04B,C12A,C13C,N
15038,C02C,C04B,C12A,C13K,N
15039,C02C,C04B,C12A,C13C,N
15040,C02C,C04B,C12A,C13B,N
15041,C02C,C04A,C12A,C13H,N
15042,C02C,C04B,C12A,C13H,Y
15043,C02C,C04A,C12A,C13A,Y
15044,C02A,C04A,C12A,C13I,N
15045,C02A,C04A,C12D,C13C,N
15046,C02D,C04B,C12A,C13J,N
15047,C02D,C04B,C12A,C13B,N
15048,C02C,C04B,C12A,C13B,Y
15049,C02D,C04A,C12A,C13H,N
15050,C02B,C04A,C12D,C13H,N
15051,C02B,C04B,C12A,C13B,N
15052,C02B,C04B,C12D,C13B,N
15053,C02B,C04A,C12C,C13H,N
15054,C02C,C04A,C12A,C13H,N
15055,C02A,C04B,C12D,C13H,N
15056,C02C,C04B,C12C,C13K,N
15057,C02A,C04A,C12D,C13H,N
15058,C02A,C04A,C12A,C13H,N
15059,C02B,C04A,C12A,C13G,N
15060,C02B,C04B,C12A,C13B,N
15061,C02B,C04B,C12A,C13B,N
15062,C02B,C04A,C12A,C13A,N
15063,C02D,C04B,C12A,C13H,N
15064,C02B,C04A,C12A,C13H,N
15065,C02B,C04B,C12B,C13B,Y
15066,C02C,C04B,C12A,C13I,Y
15067,C02C,C04B,C12A,C13J,Y
15068,C02B,C04A,C12A,C13H,N
15069,C02C,C04A,C12A,C13K,N
15070,C02B,C04B,C12A,C13G,Y
15071,C02B,C04B,C12A,C13F,N
15072,C02B,C04B,C12A,C13B,Y
15073,C02A,C04B,C12A,C13G,Y
15074,C02B,C04B,C12A,C13B,N
15075,C02B,C04B,C12A,C13J,N
15076,C02D,C04A,C12A,C13C,Y
15077,C02D,C04B,C12A,C13F,Y
15078,C02C,C04B,C12D,C13J,Y
15079,C02C,C04A,C12B,C13J,N
15080,C02C,C04A,C12A,C13B,N
15081,C02C,C04A,C12A,C13C,N
15082,C02A,C04B,C12D,C13G,N
15083,C02B,C04A,C12A,C13A,N
15084,C02C,C04A,C12A,C13J,Y
15085,C02B,C04A,C12A,C13F,Y
15086,C02C,C04A,C12D,C13G,Y
15087,C02D,C04B,C12D,C13B,N
15088,C02D,C04B,C12A,C13G,N
15089,C02C,C04B,C12D,C13C,N
15090,C02B,C04B,C12A,C13L,N
15091,C02A,C04B,C12C,C13D,N
15092,C02A,C04B,C12A,C13J,N
15093,C02B,C04A,C12A,C13B,N
15094,C02C,C04A,C12A,C13H,N
15095,C02D,C04A,C12A,C13H,N
15096,C02A,C04B,C12A,C13B,Y
15097,C02C,C04A,C12D,C13B,N
15098,C02C,C04B,C12A,C13B,N
15099,C02C,C04B,C12C,C13B,N
15100,C02D,C04B,C12D,C13B,N
15101,C02B,C04B,C12A,C13K,N
15102,C02A,C04A,C12A,C13J,N
15103,C02B,C04B,C12B,C13B,N
15104,C02D,C04A,C12D,C13H,N
15105,C02B,C04B,C12A,C13H,Y
15106,C02D,C04B,C12B,C13B,N
15107,C02C,C04B,C12A,C13F,N
15108,C02C,C04A,C12D,C13E,N
15109,C02C,C04A,C12A,C13B,N
15110,C02D,C04B,C12A,C13A,N
15111,C02C,C04B,C12A,C13J,Y
15112,C02C,C04B,C12D,C13C,Y
15113,C02B,C04A,C12B,C13G,N
15114,C02A,C04A,C12A,C13G,N
15115,C02A,C04B,C12A,C13J,N
15116,C02A,C04B,C12A,C13C,N
15117,C02C,C04B,C12A,C13B,Y
15118,C02B,C04B,C12B,C13J,Y
15119,C02B,C04A,C12B,C13D,N
15120,C02B,C04A,C12B,C13G,N
15121,C02C,C04B,C12A,C13J,Y
15122,C02D,C04B,C12A,C13J,N
15123,C02D,C04A,C12B,C13K,Y
15124,C02C,C04A,C12D,C13B,Y
15125,C02A,C04A,C12A,C13C,N
15126,C02D,C04A,C12B,C13J,Y
15127,C02D,C04B,C12B,C13B,Y
15128,C02C,C04A,C12A,C13H,N
15129,C02A,C04B,C12A,C13B,N
15130,C02C,C04A,C12D,C13C,N
15131,C02A,C04B,C12A,C13B,N
15132,C02A,C04B,C12A,C13L,N
15133,C02B,C04B,C12D,C13E,N
15134,C02C,C04A,C12A,C13B,Y
15135,C02C,C04B,C12A,C13C,N
15136,C02C,C04B,C12A,C13B,Y
15137,C02C,C04A,C12A,C13B,N
15138,C02A,C04B,C12C,C13H,Y
15139,C02C,C04A,C12A,C13B,N
15140,C02A,C04A,C12A,C13H,N
15141,C02A,C04A,C12D,C13H,N
15142,C02D,C04A,C12A,C13D,N
15143,C02C,C04B,C12A,C13B,N
15144,C02B,C04B,C12A,C13E,N
15145,C02D,C04B,C12A,C13K,N
15146,C02B,C04B,C12A,C13B,N
15147,C02B,C04A,C12A,C13B,N
15148,C02B,C04B,C12A,C13J,N
15149,C02C,C04B,C12A,C13B,N
15150,C02C,C04A,C12A,C13B,N
15151,C02B,C04A,C12D,C13B,N
15152,C02D,C04B,C12A,C13B,N
15153,C02D,C04A,C12A,C13I,N
15154,C02D,C04B,C12A,C13B,N
15155,C02C,C04B,C12D,C13J,N
15156,C02B,C04A,C12A,C13H,N
15157,C02D,C04B,C12A,C13J,N
15158,C02C,C04A,C12A,C13C,Y
15159,C02A,C04B,C12A,C13G,N
15160,C02A,C04B,C12B,C13J,N
15161,C02B,C04B,C12A,C13B,N
15162,C02C,C04B,C12A,C13H,N
15163,C02B,C04B,C12D,C13D,N
15164,C02C,C04A,C12A,C13B,N
15165,C02A,C04A,C12A,C13J,Y
15166,C02D,C04A,C12C,C13B,Y
15167,C02C,C04A,C12A,C13H,N
15168,C02A,C04B,C12A,C13D,N
15169,C02B,C04A,C12A,C13B,N
15170,C02A,C04B,C12A,C13G,N
15171,C02B,C04B,C12A,C13J,N
15172,C02B,C04A,C12A,C13B,N
15173,C02D,C04A,C12D,C13B,N
15174,C02A,C04A,C12A,C13I,N
15175,C02C,C04A,C12A,C13G,N
15176,C02B,C04B,C12B,C13K,N
15177,C02A,C04A,C12A,C13E,N
15178,C02C,C04B,C12A,C13B,N
15179,C02B,C04B,C12A,C13B,N
15180,C02D,C04B,C12A,C13B,N
15181,C02B,C04B,C12A,C13E,Y
15182,C02B,C04B,C12A,C13J,N
15183,C02B,C04A,C12A,C13B,N
15184,C02B,C04A,C12A,C13C,N
15185,C02B,C04B,C12A,C13B,N
15186,C02A,C04A,C12A,C13D,N
15187,C02C,C04B,C12A,C13C,N
15188,C02A,C04B,C12A,C13H,N
15189,C02B,C04A,C12A,C13B,N
15190,C02B,C04B,C12A,C13J,Y
15191,C02B,C04A,C12A,C13K,N
15192,C02B,C04A,C12A,C13C,N
