,age_group,sex,class
19595,C02D,C04A,N
19596,C02C,C04A,N
19597,C02B,C04B,N
19598,C02B,C04A,N
19599,C02A,C04A,N
19600,C02A,C04B,N
19601,C02B,C04A,N
19602,C02A,C04A,N
19603,C02B,C04A,N
19604,C02B,C04B,N
19605,C02B,C04A,N
19606,C02A,C04B,N
19607,C02D,C04A,N
19608,C02A,C04A,N
19609,C02C,C04A,N
19610,C02C,C04B,N
19611,C02D,C04B,N
19612,C02A,C04B,N
19613,C02B,C04A,N
19614,C02B,C04B,Y
19615,C02C,C04A,N
19616,C02A,C04A,N
19617,C02B,C04A,N
19618,C02B,C04B,N
19619,C02C,C04B,Y
19620,C02C,C04B,N
19621,C02C,C04A,N
19622,C02B,C04B,N
19623,C02B,C04B,N
19624,C02C,C04B,Y
19625,C02C,C04B,N
19626,C02A,C04B,N
19627,C02B,C04A,N
19628,C02B,C04A,Y
19629,C02C,C04A,N
19630,C02D,C04A,N
19631,C02C,C04B,N
19632,C02B,C04B,N
19633,C02B,C04B,N
19634,C02A,C04A,N
19635,C02D,C04B,N
19636,C02D,C04B,N
19637,C02C,C04B,N
19638,C02A,C04A,N
19639,C02B,C04B,Y
19640,C02B,C04B,N
19641,C02B,C04B,N
19642,C02B,C04A,N
19643,C02B,C04A,N
19644,C02C,C04B,N
19645,C02A,C04B,N
19646,C02C,C04B,N
19647,C02D,C04A,N
19648,C02B,C04B,N
19649,C02A,C04A,N
19650,C02B,C04A,N
19651,C02B,C04B,N
19652,C02B,C04B,Y
19653,C02A,C04B,N
19654,C02C,C04B,Y
19655,C02C,C04B,Y
19656,C02C,C04B,Y
19657,C02B,C04B,Y
19658,C02B,C04A,N
19659,C02A,C04B,N
19660,C02C,C04B,N
19661,C02B,C04A,N
19662,C02C,C04B,Y
19663,C02A,C04A,N
19664,C02A,C04B,N
19665,C02B,C04B,N
19666,C02B,C04A,Y
19667,C02A,C04A,N
19668,C02D,C04A,N
19669,C02A,C04B,N
19670,C02C,C04B,N
19671,C02A,C04B,N
19672,C02A,C04A,Y
19673,C02C,C04A,N
19674,C02C,C04B,N
19675,C02C,C04A,N
19676,C02B,C04A,N
19677,C02B,C04A,N
19678,C02B,C04B,N
19679,C02C,C04A,N
19680,C02B,C04A,N
19681,C02B,C04A,N
19682,C02C,C04A,N
19683,C02C,C04A,N
19684,C02C,C04B,N
19685,C02D,C04B,N
19686,C02B,C04B,N
19687,C02C,C04B,Y
19688,C02B,C04B,Y
19689,C02D,C04A,N
19690,C02B,C04B,N
19691,C02A,C04B,N
19692,C02A,C04A,N
19693,C02C,C04B,N
19694,C02B,C04B,N
19695,C02D,C04B,N
19696,C02B,C04B,N
19697,C02C,C04B,N
19698,C02B,C04A,N
19699,C02C,C04A,N
19700,C02B,C04A,N
19701,C02C,C04A,Y
19702,C02B,C04A,Y
19703,C02B,C04A,N
19704,C02A,C04B,N
19705,C02C,C04A,Y
19706,C02C,C04B,N
19707,C02B,C04B,N
19708,C02D,C04B,N
19709,C02C,C04B,N
19710,C02B,C04B,N
19711,C02C,C04B,Y
19712,C02B,C04A,N
19713,C02D,C04B,N
19714,C02B,C04B,N
19715,C02A,C04A,N
19716,C02C,C04B,Y
19717,C02D,C04A,N
19718,C02C,C04B,N
19719,C02C,C04B,Y
19720,C02C,C04A,N
19721,C02A,C04B,Y
19722,C02D,C04B,N
19723,C02A,C04B,N
19724,C02B,C04A,Y
19725,C02B,C04B,N
19726,C02C,C04A,N
19727,C02D,C04A,N
19728,C02C,C04A,N
19729,C02D,C04B,N
19730,C02C,C04A,Y
19731,C02C,C04A,Y
19732,C02D,C04A,N
19733,C02A,C04A,Y
19734,C02C,C04A,N
19735,C02A,C04A,Y
19736,C02B,C04A,N
19737,C02C,C04A,Y
19738,C02D,C04B,N
19739,C02D,C04B,N
19740,C02B,C04A,N
19741,C02A,C04A,N
19742,C02B,C04B,N
19743,C02A,C04B,N
19744,C02D,C04B,N
19745,C02A,C04B,N
19746,C02D,C04B,N
19747,C02D,C04A,N
19748,C02A,C04A,N
19749,C02B,C04A,Y
19750,C02C,C04A,N
19751,C02A,C04A,N
19752,C02D,C04B,Y
19753,C02D,C04B,N
19754,C02B,C04A,N
19755,C02C,C04B,N
19756,C02C,C04A,N
19757,C02B,C04A,N
19758,C02C,C04B,N
19759,C02C,C04B,N
19760,C02C,C04B,N
19761,C02B,C04A,N
19762,C02A,C04A,N
19763,C02C,C04B,N
19764,C02A,C04B,N
19765,C02B,C04A,N
19766,C02B,C04A,N
19767,C02D,C04B,N
19768,C02A,C04A,Y
19769,C02B,C04A,N
19770,C02C,C04A,N
19771,C02C,C04A,N
19772,C02A,C04A,N
19773,C02B,C04B,N
19774,C02C,C04A,N
19775,C02B,C04B,N
19776,C02C,C04B,Y
19777,C02B,C04A,N
19778,C02C,C04B,N
19779,C02C,C04B,N
19780,C02D,C04A,N
19781,C02A,C04B,N
19782,C02C,C04A,N
19783,C02C,C04B,N
19784,C02C,C04A,N
19785,C02D,C04A,N
19786,C02C,C04A,Y
19787,C02B,C04B,N
19788,C02D,C04B,N
19789,C02C,C04B,N
19790,C02B,C04B,N
19791,C02B,C04B,N
19792,C02C,C04B,N
19793,C02C,C04A,N
19794,C02C,C04B,Y
19795,C02B,C04B,N
19796,C02D,C04A,Y
19797,C02A,C04A,N
19798,C02C,C04A,Y
19799,C02D,C04B,Y
19800,C02C,C04B,N
19801,C02C,C04B,N
19802,C02B,C04B,N
19803,C02D,C04A,Y
19804,C02B,C04B,N
19805,C02D,C04B,N
19806,C02C,C04A,N
19807,C02C,C04B,Y
19808,C02D,C04A,Y
19809,C02B,C04A,N
19810,C02B,C04B,N
19811,C02C,C04B,N
19812,C02B,C04A,N
19813,C02C,C04B,N
19814,C02B,C04B,Y
19815,C02D,C04A,N
19816,C02D,C04A,N
19817,C02C,C04A,N
19818,C02C,C04B,N
19819,C02C,C04A,N
19820,C02B,C04A,N
19821,C02B,C04A,N
19822,C02D,C04B,Y
19823,C02B,C04B,N
19824,C02B,C04A,N
19825,C02B,C04A,N
19826,C02C,C04A,N
19827,C02B,C04B,N
19828,C02C,C04B,N
19829,C02D,C04B,N
19830,C02A,C04B,Y
19831,C02C,C04B,N
19832,C02D,C04B,N
19833,C02C,C04A,N
19834,C02D,C04B,N
19835,C02B,C04A,N
19836,C02C,C04A,Y
19837,C02D,C04B,N
19838,C02C,C04B,Y
19839,C02C,C04A,N
19840,C02C,C04A,N
19841,C02C,C04A,N
19842,C02B,C04B,N
19843,C02B,C04B,N
19844,C02C,C04A,N
19845,C02A,C04B,N
19846,C02D,C04A,N
19847,C02C,C04A,Y
19848,C02B,C04B,N
19849,C02C,C04A,N
19850,C02B,C04B,N
19851,C02C,C04A,N
19852,C02B,C04A,N
19853,C02D,C04B,N
19854,C02D,C04A,N
19855,C02B,C04B,N
19856,C02B,C04A,N
19857,C02B,C04B,N
19858,C02A,C04B,N
19859,C02B,C04B,N
19860,C02D,C04B,N
19861,C02A,C04A,N
19862,C02A,C04B,N
19863,C02A,C04B,N
19864,C02D,C04A,N
19865,C02B,C04B,N
19866,C02D,C04B,N
19867,C02A,C04B,Y
19868,C02C,C04A,N
19869,C02C,C04B,N
19870,C02B,C04B,N
19871,C02B,C04B,Y
19872,C02B,C04A,N
19873,C02B,C04A,Y
19874,C02C,C04A,N
19875,C02C,C04A,Y
19876,C02B,C04A,Y
19877,C02C,C04A,N
19878,C02D,C04B,N
19879,C02C,C04A,N
19880,C02C,C04A,Y
19881,C02A,C04B,N
19882,C02B,C04A,N
19883,C02B,C04A,Y
19884,C02C,C04A,Y
19885,C02B,C04B,N
19886,C02B,C04B,N
19887,C02B,C04B,N
19888,C02B,C04B,N
19889,C02C,C04A,N
19890,C02A,C04A,N
19891,C02D,C04B,N
19892,C02B,C04B,N
19893,C02C,C04B,N
19894,C02B,C04A,N
19895,C02C,C04A,N
19896,C02B,C04B,N
19897,C02C,C04B,N
19898,C02A,C04A,N
19899,C02A,C04B,N
19900,C02C,C04B,N
19901,C02C,C04A,N
19902,C02D,C04B,N
19903,C02B,C04B,Y
19904,C02C,C04A,N
19905,C02B,C04B,N
19906,C02C,C04B,N
19907,C02C,C04B,N
19908,C02C,C04B,N
19909,C02C,C04A,N
19910,C02B,C04A,N
19911,C02A,C04B,N
19912,C02A,C04B,N
19913,C02D,C04B,N
19914,C02D,C04A,N
19915,C02B,C04A,N
19916,C02C,C04B,N
19917,C02C,C04A,N
19918,C02D,C04B,Y
19919,C02B,C04B,N
19920,C02D,C04B,N
19921,C02C,C04A,N
19922,C02C,C04A,Y
19923,C02C,C04A,Y
19924,C02B,C04B,N
19925,C02C,C04B,N
19926,C02C,C04B,Y
19927,C02C,C04A,N
19928,C02C,C04A,N
19929,C02B,C04A,N
19930,C02A,C04B,N
19931,C02B,C04A,N
19932,C02A,C04A,Y
19933,C02D,C04A,N
19934,C02C,C04A,N
19935,C02C,C04B,N
19936,C02C,C04A,N
19937,C02B,C04B,N
19938,C02A,C04A,N
19939,C02B,C04B,N
19940,C02D,C04B,N
19941,C02D,C04A,N
19942,C02B,C04A,N
19943,C02A,C04A,N
19944,C02D,C04B,N
19945,C02B,C04B,N
19946,C02D,C04A,N
19947,C02B,C04A,N
19948,C02B,C04A,N
19949,C02D,C04A,N
19950,C02C,C04B,N
19951,C02C,C04A,N
19952,C02B,C04B,N
19953,C02B,C04A,N
19954,C02B,C04A,N
19955,C02D,C04B,N
19956,C02A,C04B,N
19957,C02C,C04A,Y
19958,C02C,C04A,N
19959,C02A,C04B,N
19960,C02B,C04B,N
19961,C02C,C04B,N
19962,C02A,C04B,N
19963,C02A,C04A,N
19964,C02C,C04A,N
19965,C02D,C04A,N
19966,C02C,C04B,N
19967,C02A,C04A,N
19968,C02D,C04A,N
19969,C02A,C04A,N
19970,C02B,C04B,N
19971,C02A,C04A,N
19972,C02C,C04B,N
19973,C02B,C04B,N
19974,C02B,C04A,N
19975,C02A,C04A,N
19976,C02C,C04B,N
19977,C02C,C04B,Y
19978,C02B,C04A,N
19979,C02B,C04B,N
19980,C02D,C04A,N
19981,C02C,C04B,N
19982,C02C,C04A,N
19983,C02A,C04A,Y
19984,C02C,C04B,N
19985,C02A,C04B,N
19986,C02D,C04B,N
19987,C02B,C04B,N
19988,C02D,C04B,N
19989,C02C,C04B,N
19990,C02C,C04A,N
19991,C02D,C04B,N
19992,C02C,C04B,N
19993,C02B,C04B,Y
19994,C02D,C04B,N
19995,C02C,C04A,N
19996,C02D,C04A,Y
19997,C02C,C04A,N
19998,C02B,C04B,N
19999,C02C,C04B,N
20000,C02B,C04B,N
20001,C02B,C04A,Y
20002,C02C,C04A,N
20003,C02A,C04A,N
20004,C02D,C04A,N
20005,C02D,C04B,N
20006,C02B,C04A,Y
20007,C02C,C04A,Y
20008,C02D,C04A,N
20009,C02C,C04B,N
20010,C02C,C04A,N
20011,C02A,C04B,N
20012,C02B,C04B,N
20013,C02C,C04B,N
20014,C02C,C04B,N
20015,C02C,C04B,N
20016,C02D,C04A,N
20017,C02C,C04A,N
20018,C02C,C04A,N
20019,C02B,C04B,N
20020,C02B,C04A,N
20021,C02C,C04B,N
20022,C02A,C04B,Y
20023,C02B,C04A,N
20024,C02B,C04B,N
20025,C02C,C04A,N
20026,C02B,C04B,N
20027,C02A,C04A,N
20028,C02C,C04A,N
20029,C02C,C04A,N
20030,C02B,C04B,N
20031,C02C,C04B,Y
20032,C02B,C04A,Y
20033,C02B,C04A,N
20034,C02B,C04B,N
20035,C02D,C04A,N
20036,C02A,C04B,N
20037,C02B,C04A,N
20038,C02B,C04B,N
20039,C02B,C04A,N
20040,C02C,C04B,Y
20041,C02C,C04B,N
20042,C02D,C04A,N
20043,C02B,C04A,N
20044,C02C,C04B,N
20045,C02A,C04B,Y
20046,C02B,C04A,N
20047,C02B,C04B,N
20048,C02B,C04A,Y
20049,C02C,C04B,N
20050,C02C,C04A,N
20051,C02A,C04A,N
20052,C02C,C04B,N
20053,C02C,C04A,N
20054,C02B,C04A,N
20055,C02C,C04B,N
20056,C02B,C04B,N
20057,C02C,C04B,N
20058,C02A,C04B,N
20059,C02A,C04A,N
20060,C02A,C04A,Y
20061,C02C,C04B,N
20062,C02C,C04A,N
20063,C02B,C04B,N
20064,C02C,C04A,N
20065,C02C,C04A,N
20066,C02A,C04A,N
20067,C02D,C04B,N
20068,C02B,C04B,N
20069,C02C,C04B,N
20070,C02D,C04A,N
20071,C02A,C04B,N
20072,C02B,C04B,N
20073,C02C,C04A,N
20074,C02C,C04B,N
20075,C02B,C04A,Y
20076,C02A,C04A,Y
20077,C02A,C04A,N
20078,C02D,C04A,N
20079,C02B,C04A,N
20080,C02C,C04B,N
20081,C02C,C04A,Y
20082,C02C,C04B,N
20083,C02B,C04A,N
20084,C02B,C04B,N
20085,C02C,C04B,N
20086,C02A,C04A,N
20087,C02A,C04A,Y
20088,C02B,C04A,N
20089,C02B,C04A,N
20090,C02B,C04A,N
20091,C02B,C04B,N
20092,C02B,C04A,N
20093,C02B,C04A,N
20094,C02C,C04B,N
20095,C02D,C04A,N
20096,C02C,C04A,N
20097,C02C,C04A,Y
20098,C02C,C04B,Y
20099,C02A,C04B,N
20100,C02B,C04B,N
20101,C02A,C04B,N
20102,C02C,C04A,N
20103,C02D,C04B,N
20104,C02B,C04A,N
20105,C02B,C04A,N
20106,C02C,C04A,Y
20107,C02D,C04B,N
20108,C02B,C04B,N
20109,C02C,C04B,N
20110,C02C,C04A,N
20111,C02B,C04B,N
20112,C02C,C04A,N
20113,C02A,C04B,N
20114,C02C,C04A,N
20115,C02B,C04B,N
20116,C02C,C04A,N
20117,C02B,C04A,N
20118,C02C,C04B,N
20119,C02A,C04A,N
20120,C02B,C04A,Y
20121,C02C,C04B,N
20122,C02C,C04B,Y
20123,C02B,C04B,N
20124,C02A,C04B,N
20125,C02A,C04A,N
20126,C02C,C04B,N
20127,C02B,C04A,Y
20128,C02A,C04B,N
20129,C02B,C04A,N
20130,C02A,C04B,N
20131,C02A,C04A,N
20132,C02C,C04A,N
20133,C02C,C04B,N
20134,C02C,C04B,N
20135,C02A,C04A,N
20136,C02C,C04B,N
20137,C02D,C04B,Y
20138,C02C,C04A,N
20139,C02B,C04A,N
20140,C02C,C04A,N
20141,C02B,C04A,Y
20142,C02C,C04A,Y
20143,C02B,C04B,N
20144,C02A,C04A,N
20145,C02C,C04B,N
20146,C02A,C04A,N
20147,C02C,C04B,N
20148,C02B,C04A,N
20149,C02C,C04A,N
20150,C02D,C04B,N
20151,C02B,C04B,N
20152,C02C,C04B,N
20153,C02A,C04B,N
20154,C02D,C04A,N
20155,C02B,C04B,Y
20156,C02C,C04B,N
20157,C02B,C04A,N
20158,C02C,C04B,Y
20159,C02C,C04B,N
20160,C02C,C04A,N
20161,C02B,C04B,N
20162,C02D,C04B,N
20163,C02B,C04B,Y
20164,C02A,C04A,Y
20165,C02B,C04B,N
20166,C02C,C04A,N
20167,C02D,C04A,N
20168,C02D,C04A,N
20169,C02C,C04A,Y
20170,C02D,C04B,N
20171,C02A,C04B,N
20172,C02C,C04A,Y
20173,C02C,C04B,N
20174,C02D,C04B,N
20175,C02B,C04B,N
20176,C02C,C04B,N
20177,C02D,C04B,N
20178,C02B,C04B,N
20179,C02D,C04A,N
20180,C02A,C04B,N
20181,C02B,C04A,N
20182,C02C,C04B,Y
20183,C02B,C04A,Y
20184,C02A,C04A,N
20185,C02B,C04A,N
20186,C02B,C04B,N
20187,C02C,C04B,N
20188,C02C,C04A,Y
20189,C02C,C04A,N
20190,C02C,C04B,N
20191,C02B,C04A,N
20192,C02A,C04A,Y
20193,C02A,C04A,N
20194,C02C,C04B,N
20195,C02C,C04B,N
20196,C02B,C04A,N
20197,C02A,C04B,N
20198,C02B,C04B,Y
20199,C02C,C04B,N
20200,C02C,C04A,N
20201,C02C,C04B,N
20202,C02B,C04A,N
20203,C02C,C04B,N
20204,C02C,C04B,N
20205,C02D,C04A,N
20206,C02D,C04B,Y
20207,C02C,C04A,N
20208,C02B,C04A,N
20209,C02B,C04A,N
20210,C02B,C04A,N
20211,C02A,C04B,N
20212,C02D,C04A,N
20213,C02D,C04A,Y
20214,C02C,C04B,Y
20215,C02D,C04B,N
20216,C02B,C04A,Y
20217,C02C,C04A,N
20218,C02B,C04A,N
20219,C02C,C04A,N
20220,C02C,C04A,N
20221,C02B,C04B,N
20222,C02B,C04A,N
20223,C02D,C04B,N
20224,C02C,C04B,N
20225,C02A,C04A,N
20226,C02C,C04B,N
20227,C02D,C04B,N
20228,C02D,C04B,N
20229,C02A,C04B,N
20230,C02C,C04B,N
20231,C02B,C04B,N
20232,C02B,C04B,N
20233,C02B,C04A,N
20234,C02C,C04B,N
20235,C02B,C04B,Y
20236,C02B,C04A,Y
20237,C02D,C04B,Y
20238,C02C,C04A,Y
20239,C02A,C04B,N
20240,C02C,C04A,N
20241,C02C,C04B,N
20242,C02D,C04B,N
20243,C02A,C04A,N
20244,C02B,C04B,N
20245,C02B,C04B,N
20246,C02C,C04A,N
20247,C02C,C04A,N
20248,C02B,C04B,N
20249,C02B,C04A,N
20250,C02B,C04B,N
20251,C02A,C04A,N
20252,C02B,C04A,N
20253,C02C,C04B,Y
20254,C02C,C04B,N
20255,C02D,C04B,N
20256,C02A,C04B,N
20257,C02D,C04B,N
20258,C02B,C04A,N
20259,C02A,C04B,N
20260,C02D,C04B,Y
20261,C02D,C04A,N
20262,C02B,C04B,N
20263,C02A,C04B,N
20264,C02C,C04A,N
20265,C02C,C04A,N
20266,C02B,C04B,Y
20267,C02D,C04B,N
20268,C02C,C04B,N
20269,C02B,C04A,N
20270,C02B,C04B,N
20271,C02C,C04B,Y
20272,C02D,C04B,Y
20273,C02B,C04B,Y
20274,C02C,C04B,N
20275,C02B,C04B,Y
20276,C02C,C04A,N
20277,C02C,C04B,N
20278,C02D,C04A,N
20279,C02D,C04B,N
20280,C02C,C04A,N
20281,C02D,C04A,N
20282,C02B,C04A,N
20283,C02A,C04A,N
20284,C02B,C04B,Y
20285,C02A,C04B,Y
20286,C02D,C04B,N
20287,C02C,C04B,N
20288,C02B,C04B,N
20289,C02D,C04A,N
20290,C02B,C04B,N
20291,C02A,C04B,Y
20292,C02C,C04A,N
20293,C02C,C04A,N
20294,C02B,C04B,N
20295,C02A,C04B,N
20296,C02B,C04A,N
20297,C02C,C04B,N
20298,C02B,C04A,N
20299,C02C,C04A,N
20300,C02D,C04B,N
20301,C02B,C04B,N
20302,C02B,C04B,N
20303,C02C,C04B,N
20304,C02D,C04A,N
20305,C02B,C04A,Y
20306,C02B,C04B,N
20307,C02D,C04B,N
20308,C02D,C04B,N
20309,C02C,C04A,N
20310,C02B,C04A,N
20311,C02B,C04A,N
20312,C02C,C04B,N
20313,C02B,C04B,N
20314,C02A,C04B,N
20315,C02C,C04A,N
20316,C02C,C04A,N
20317,C02A,C04B,N
20318,C02A,C04B,N
20319,C02C,C04A,N
20320,C02A,C04B,N
20321,C02A,C04B,N
20322,C02B,C04B,N
20323,C02C,C04B,N
20324,C02A,C04A,N
20325,C02D,C04B,N
20326,C02C,C04B,N
20327,C02C,C04B,N
20328,C02C,C04B,Y
20329,C02A,C04B,N
20330,C02C,C04A,N
20331,C02D,C04A,N
20332,C02B,C04A,N
20333,C02A,C04A,N
20334,C02C,C04B,N
20335,C02A,C04B,N
20336,C02A,C04A,N
20337,C02C,C04B,N
20338,C02A,C04B,N
20339,C02C,C04B,N
20340,C02A,C04B,Y
20341,C02B,C04A,N
20342,C02C,C04B,N
20343,C02C,C04A,Y
20344,C02A,C04A,N
20345,C02B,C04B,N
20346,C02C,C04A,N
20347,C02D,C04B,N
20348,C02C,C04A,N
20349,C02C,C04B,N
20350,C02C,C04A,N
20351,C02D,C04B,N
20352,C02C,C04B,N
20353,C02B,C04A,N
20354,C02C,C04B,N
20355,C02B,C04B,Y
20356,C02A,C04B,N
20357,C02B,C04A,Y
20358,C02B,C04A,Y
20359,C02A,C04B,N
20360,C02B,C04A,N
20361,C02C,C04A,N
20362,C02C,C04A,N
20363,C02B,C04B,N
20364,C02B,C04B,N
20365,C02D,C04B,N
20366,C02B,C04A,N
20367,C02D,C04B,N
20368,C02B,C04A,N
20369,C02B,C04B,N
20370,C02A,C04A,N
20371,C02C,C04A,N
20372,C02D,C04A,N
20373,C02B,C04B,N
20374,C02B,C04B,N
20375,C02B,C04B,N
20376,C02C,C04A,N
20377,C02A,C04A,N
20378,C02B,C04B,N
20379,C02A,C04B,N
20380,C02C,C04B,N
20381,C02B,C04B,Y
20382,C02A,C04B,N
20383,C02C,C04B,N
20384,C02B,C04A,N
20385,C02C,C04A,N
20386,C02C,C04B,N
20387,C02B,C04B,Y
20388,C02D,C04B,N
20389,C02D,C04A,Y
20390,C02D,C04A,N
20391,C02D,C04B,N
20392,C02C,C04B,N
20393,C02C,C04A,N
20394,C02B,C04B,N
20395,C02C,C04A,N
20396,C02B,C04B,N
20397,C02D,C04A,N
20398,C02C,C04B,N
20399,C02A,C04B,N
20400,C02A,C04B,N
20401,C02B,C04B,N
20402,C02C,C04B,N
20403,C02D,C04A,N
20404,C02B,C04B,Y
20405,C02D,C04B,N
20406,C02B,C04B,Y
20407,C02C,C04B,N
20408,C02A,C04B,N
20409,C02B,C04A,N
20410,C02C,C04B,Y
20411,C02C,C04A,N
20412,C02A,C04B,N
20413,C02B,C04A,Y
20414,C02C,C04B,N
20415,C02C,C04B,N
20416,C02C,C04B,N
20417,C02B,C04A,Y
20418,C02C,C04A,N
20419,C02A,C04A,N
20420,C02A,C04A,N
20421,C02A,C04A,N
20422,C02C,C04A,N
20423,C02B,C04A,N
20424,C02B,C04B,N
20425,C02C,C04B,N
20426,C02A,C04A,N
20427,C02C,C04B,N
20428,C02B,C04A,N
20429,C02C,C04A,N
20430,C02C,C04A,N
20431,C02C,C04A,Y
20432,C02D,C04B,N
20433,C02B,C04B,N
20434,C02C,C04B,N
20435,C02C,C04B,N
20436,C02C,C04B,N
20437,C02C,C04B,N
20438,C02C,C04B,N
20439,C02B,C04A,N
20440,C02C,C04A,N
20441,C02B,C04B,Y
20442,C02C,C04B,Y
20443,C02C,C04A,N
20444,C02B,C04B,N
20445,C02D,C04A,N
20446,C02C,C04A,N
20447,C02B,C04B,N
20448,C02C,C04A,N
20449,C02B,C04B,N
20450,C02C,C04B,N
20451,C02A,C04B,N
20452,C02A,C04B,N
20453,C02B,C04A,N
20454,C02D,C04B,N
20455,C02B,C04B,N
20456,C02D,C04B,N
20457,C02D,C04B,N
20458,C02C,C04A,N
20459,C02C,C04B,N
20460,C02A,C04B,N
20461,C02C,C04A,N
20462,C02C,C04A,N
20463,C02B,C04B,N
20464,C02C,C04A,Y
20465,C02A,C04B,N
20466,C02B,C04B,N
20467,C02C,C04B,N
20468,C02C,C04A,N
20469,C02D,C04B,N
20470,C02D,C04A,N
20471,C02A,C04A,Y
20472,C02B,C04A,Y
20473,C02C,C04A,N
20474,C02C,C04A,Y
20475,C02A,C04B,N
20476,C02C,C04B,N
20477,C02B,C04B,N
20478,C02B,C04B,N
20479,C02B,C04B,N
20480,C02C,C04A,Y
20481,C02B,C04B,N
20482,C02A,C04B,N
20483,C02C,C04A,N
20484,C02A,C04B,N
20485,C02C,C04B,Y
20486,C02B,C04B,N
20487,C02D,C04A,Y
20488,C02B,C04B,N
20489,C02C,C04A,N
20490,C02C,C04B,N
20491,C02C,C04A,Y
20492,C02A,C04A,Y
20493,C02A,C04A,N
20494,C02B,C04A,N
20495,C02C,C04B,N
20496,C02D,C04A,Y
20497,C02D,C04B,Y
20498,C02B,C04B,N
20499,C02D,C04A,N
20500,C02B,C04A,Y
20501,C02C,C04B,N
20502,C02D,C04B,Y
20503,C02B,C04B,N
20504,C02B,C04A,N
20505,C02D,C04B,N
20506,C02B,C04A,N
20507,C02D,C04A,N
20508,C02C,C04B,N
20509,C02B,C04B,N
20510,C02C,C04A,N
20511,C02B,C04B,N
20512,C02C,C04A,N
20513,C02D,C04A,N
20514,C02D,C04A,N
20515,C02B,C04B,N
20516,C02A,C04A,Y
20517,C02B,C04B,N
20518,C02D,C04A,N
20519,C02C,C04A,N
20520,C02D,C04A,N
20521,C02B,C04B,Y
20522,C02B,C04A,N
20523,C02A,C04B,N
20524,C02B,C04A,N
20525,C02C,C04A,N
20526,C02C,C04A,N
20527,C02D,C04A,N
20528,C02C,C04B,N
20529,C02A,C04A,Y
20530,C02C,C04B,Y
20531,C02D,C04A,N
20532,C02B,C04A,Y
20533,C02C,C04A,N
20534,C02D,C04B,N
20535,C02C,C04A,N
20536,C02A,C04B,N
20537,C02C,C04B,N
20538,C02C,C04B,N
20539,C02B,C04B,N
20540,C02B,C04B,N
20541,C02A,C04A,Y
20542,C02B,C04A,N
20543,C02B,C04A,Y
20544,C02A,C04B,N
20545,C02A,C04A,N
20546,C02C,C04B,N
20547,C02C,C04B,Y
20548,C02A,C04B,N
20549,C02D,C04B,N
20550,C02B,C04B,N
20551,C02C,C04B,Y
20552,C02B,C04A,N
20553,C02B,C04B,Y
20554,C02B,C04B,N
20555,C02C,C04A,Y
20556,C02C,C04B,N
20557,C02C,C04A,N
20558,C02B,C04B,N
20559,C02B,C04A,Y
20560,C02D,C04A,N
20561,C02B,C04B,Y
20562,C02A,C04A,N
20563,C02A,C04B,Y
20564,C02B,C04B,N
20565,C02A,C04A,N
20566,C02D,C04A,N
20567,C02D,C04B,N
20568,C02A,C04B,N
20569,C02D,C04B,N
20570,C02D,C04A,Y
20571,C02B,C04A,Y
20572,C02C,C04B,N
20573,C02B,C04B,N
20574,C02C,C04B,Y
20575,C02D,C04B,N
20576,C02C,C04A,N
20577,C02B,C04B,N
20578,C02D,C04A,N
20579,C02B,C04B,Y
20580,C02C,C04B,N
20581,C02C,C04A,N
20582,C02D,C04A,N
20583,C02B,C04B,N
20584,C02C,C04A,Y
20585,C02C,C04B,Y
20586,C02B,C04A,N
20587,C02B,C04B,N
20588,C02A,C04B,N
20589,C02A,C04B,N
20590,C02C,C04A,N
20591,C02C,C04A,N
20592,C02C,C04A,Y
20593,C02C,C04A,N
20594,C02B,C04B,N
20595,C02D,C04A,N
20596,C02B,C04B,N
20597,C02B,C04B,N
20598,C02D,C04A,N
20599,C02A,C04A,N
20600,C02D,C04A,N
20601,C02C,C04B,N
20602,C02D,C04B,Y
20603,C02B,C04B,N
20604,C02C,C04B,N
20605,C02C,C04B,N
20606,C02D,C04B,N
20607,C02B,C04B,N
20608,C02B,C04A,Y
20609,C02C,C04A,N
20610,C02B,C04B,N
20611,C02D,C04A,N
20612,C02C,C04B,N
20613,C02C,C04B,N
20614,C02B,C04B,N
20615,C02A,C04A,N
20616,C02C,C04B,N
20617,C02A,C04A,N
20618,C02C,C04A,Y
20619,C02D,C04B,N
20620,C02D,C04B,N
20621,C02A,C04A,N
20622,C02B,C04B,N
20623,C02C,C04A,Y
20624,C02D,C04A,N
20625,C02A,C04A,N
20626,C02C,C04A,N
20627,C02A,C04B,Y
20628,C02B,C04B,N
20629,C02B,C04A,N
20630,C02B,C04B,N
20631,C02C,C04B,N
20632,C02D,C04B,N
20633,C02D,C04B,N
20634,C02A,C04B,N
20635,C02C,C04A,N
20636,C02B,C04B,N
20637,C02A,C04B,N
20638,C02D,C04A,N
20639,C02B,C04B,N
20640,C02B,C04A,N
20641,C02D,C04B,Y
20642,C02B,C04A,Y
20643,C02C,C04B,N
20644,C02C,C04B,N
20645,C02D,C04A,N
20646,C02D,C04A,N
20647,C02D,C04A,N
20648,C02B,C04B,N
20649,C02B,C04B,N
20650,C02B,C04A,Y
20651,C02D,C04B,N
20652,C02B,C04A,N
20653,C02A,C04B,N
20654,C02B,C04B,N
20655,C02C,C04A,Y
20656,C02C,C04B,Y
